date,discount_card,store,product_name,card_code,customer_address,customer_phone,issue_date,date_of_birth,gender,transaction_amount
08.10.2024 16:34:03,2719000000029 (Andrea Young),Ավան,,2719000000029.0,,021819677,03.03.2024,,Женский,277.9
13.04.2024 17:05:52,2719000000021 (Caitlin Becker),Աջափնյակ,,2719000000021.0,,034868184,11.11.2023,24.08.1943,Женский,678.85
12.02.2024 09:12:46,2719000000147 (Kelly Ramos),Շենգավիթ,,2719000000147.0,,026236589,05.07.2022,03.09.1951,Женский,251.54
13.02.2024 04:45:55,2719000000074 (James Phillips),Ավան,,2719000000074.0,"г. Ortegafurt, ул. Christina Hollow, д. 8044",086392835,12.11.2021,18.05.1952,Мужской,1202.82
09.04.2024 01:33:41,,Էրեբունի,,,,,,,,2170.62
12.12.2024 22:51:32,2719000000036 (Edward Brooks),Աջափնյակ,,2719000000036.0,,037495322,11.12.2021,10.12.1955,Мужской,1183.52
28.06.2023 23:10:53,2719000000015 (Christy Porter),Նոր Նորք,,2719000000015.0,,081122675,01.02.2025,23.07.2001,Женский,571.85
19.07.2024 00:36:38,2719000000094 (Donna Nelson),Շենգավիթ,,2719000000094.0,,038318321,07.09.2022,,Женский,725.79
15.08.2023 04:45:22,,Քանաքեռ,,,,,,,,1390.2
14.06.2024 11:46:51,,Կենտրոն,,,,,,,,2583.14
09.02.2024 06:22:34,2719000000044 (Valerie Lozano),Աջափնյակ,,2719000000044.0,,078751525,29.06.2024,,Женский,405.52
04.03.2024 09:49:32,2719000000147 (Amanda Lowery),Շենգավիթ,,2719000000147.0,,029966861,02.05.2023,09.09.1986,Женский,756.52
30.12.2023 10:30:09,,Ավան,,,,,,,,2201.25
15.09.2024 18:37:23,2719000000011 (Mitchell Hicks),Քանաքեռ,,2719000000011.0,,081894113,27.06.2022,07.08.1967,Мужской,1273.86
02.12.2023 17:05:13,,Քանաքեռ,,,,,,,,781.95
10.11.2023 03:01:54,2719000000123 (Crystal White),Աջափնյակ,,2719000000123.0,,032218336,20.05.2021,03.07.1987,Женский,770.93
27.07.2023 08:46:07,2719000000134 (Jamie Martin),Էրեբունի,,2719000000134.0,,092463832,10.11.2024,21.06.1986,Женский,1009.71
20.05.2023 08:59:34,,Քանաքեռ,,,,,,,,6253.38
21.11.2024 15:54:24,2719000000149 (Tracy Harrison),Նոր Նորք,,2719000000149.0,,048213945,23.01.2023,02.01.1962,Женский,3314.48
21.09.2023 18:07:13,2719000000013 (Juan Reyes),Աջափնյակ,,2719000000013.0,,059426463,31.03.2025,10.02.1980,Мужской,1201.88
21.05.2024 20:47:13,2719000000036 (Edward Brooks),Ավան,,2719000000036.0,,037495322,11.12.2021,10.12.1955,Мужской,826.67
05.06.2024 09:24:17,2719000000086 (Patricia Rodriguez),Նոր Նորք,,2719000000086.0,,054866878,18.02.2023,20.03.1954,Женский,1036.06
24.02.2024 19:54:03,2719000000043 (Amy Romero),Քանաքեռ,,2719000000043.0,,078751779,11.12.2024,,Женский,277.05
08.04.2025 19:35:59,2719000000094 (Dillon Stanley),Էրեբունի,,2719000000094.0,,079323167,23.05.2023,19.08.1980,Мужской,1898.36
09.07.2024 12:16:17,,Ավան,,,,,,,,1003.82
30.07.2023 17:09:26,,Շենգավիթ,,,,,,,,1498.62
19.11.2023 13:48:15,2719000000068 (Carlos King),Շենգավիթ,,2719000000068.0,,079594231,25.01.2022,21.10.1946,Мужской,501.61
22.12.2024 04:19:06,2719000000042 (Alison Greer),Էրեբունի,,2719000000042.0,,044672543,03.01.2023,01.01.1958,Женский,864.25
18.11.2023 10:05:10,2719000000007 (Carla Kelly),Ավան,,2719000000007.0,,083183315,05.03.2024,28.06.1957,Женский,1805.23
28.10.2024 02:08:57,2719000000125 (Mason Murphy),Շենգավիթ,,2719000000125.0,,035758515,13.11.2021,03.12.1984,Мужской,1094.12
10.04.2024 21:04:01,2719000000051 (Dana Mitchell),Էրեբունի,,2719000000051.0,,056554334,10.03.2023,,Женский,873.06
13.10.2023 21:48:57,,Քանաքեռ,,,,,,,,80.85
17.08.2024 12:09:02,2719000000136 (Kirk Carter),Աջափնյակ,,2719000000136.0,,016231982,23.04.2022,,Мужской,1159.21
08.12.2023 01:28:19,2719000000116 (Ashley Nolan),Քանաքեռ,,2719000000116.0,,023397896,14.10.2022,,Женский,163.23
20.10.2024 06:40:12,2719000000069 (Mary Johnson),Շենգավիթ,,2719000000069.0,,061353335,22.05.2021,14.09.1963,Женский,1144.86
11.04.2025 02:20:18,2719000000112 (Jonathon Ford),Կենտրոն,,2719000000112.0,,023236997,07.09.2023,,Мужской,2004.96
15.05.2024 18:34:07,2719000000045 (Jennifer David),Ավան,,2719000000045.0,,043553945,30.09.2023,29.01.1956,Женский,1699.65
02.10.2023 17:31:41,2719000000115 (Christopher Boyd),Նոր Նորք,,2719000000115.0,,083235877,03.02.2024,,Мужской,332.37
03.08.2023 12:03:38,2719000000128 (Heidi Cox),Քանաքեռ,,2719000000128.0,,087932135,03.02.2022,,Женский,2100.86
13.08.2023 16:05:39,,Կենտրոն,,,,,,,,932.34
20.02.2025 15:46:03,,Աջափնյակ,,,,,,,,438.1
26.06.2023 18:21:48,,Շենգավիթ,,,,,,,,83.02
15.04.2024 08:37:11,2719000000093 (Brooke Williamson),Քանաքեռ,,2719000000093.0,,096539554,10.03.2024,,Женский,274.66
11.09.2023 08:28:52,2719000000059 (Tiffany Johnson),Շենգավիթ,,2719000000059.0,,079588153,25.11.2022,09.02.1954,Женский,2597.5
28.03.2025 06:31:28,2719000000000 (Margaret Johnson),Աջափնյակ,,2719000000000.0,,085737854,30.06.2022,27.12.1955,Женский,3154.64
04.11.2024 08:06:43,,Քանաքեռ,,,,,,,,413.91
09.04.2024 23:24:26,2719000000141 (Susan Hernandez),Քանաքեռ,,2719000000141.0,,066178289,09.03.2023,25.07.1945,Женский,810.93
07.07.2023 10:28:16,,Աջափնյակ,,,,,,,,413.19
18.01.2025 18:59:41,2719000000109 (Jordan Collins),Ավան,,2719000000109.0,,088517589,01.04.2023,,Мужской,696.25
10.10.2024 22:00:57,2719000000131 (Jessica Dalton),Նոր Նորք,,2719000000131.0,,092564442,24.02.2023,08.02.1960,Женский,2110.79
14.02.2025 23:35:28,2719000000102 (Joseph Lee),Շենգավիթ,,2719000000102.0,,086934685,16.08.2024,,Мужской,1374.78
03.01.2024 11:28:52,2719000000043 (Amy Romero),Նոր Նորք,,2719000000043.0,,078751779,11.12.2024,20.12.1951,Женский,1467.8
29.09.2024 23:22:09,2719000000096 (Christopher James),Ավան,,2719000000096.0,,067693333,26.04.2024,25.12.1954,Мужской,2357.17
25.01.2024 02:24:36,2719000000021 (Chelsea Terry),Նոր Նորք,,2719000000021.0,,061876656,04.10.2023,20.05.1965,Женский,2850.39
01.11.2024 08:43:36,2719000000094 (Donna Nelson),Քանաքեռ,,2719000000094.0,,038318321,07.09.2022,04.02.2000,Женский,811.12
19.06.2023 16:29:07,2719000000021 (Caitlin Becker),Քանաքեռ,,2719000000021.0,,034868184,11.11.2023,24.08.1943,Женский,1406.67
30.06.2024 10:37:23,2719000000016 (Taylor Romero),Աջափնյակ,,2719000000016.0,,038293582,24.10.2024,01.07.1939,Женский,2447.24
24.06.2024 08:44:24,,Նոր Նորք,,,,,,,,1064.81
11.12.2023 18:40:42,2719000000100 (Luke Collier),Էրեբունի,,2719000000100.0,,013255545,27.03.2025,12.12.1963,Мужской,595.75
22.03.2025 13:33:36,,Քանաքեռ,,,,,,,,578.45
19.12.2023 05:31:51,2719000000076 (Frank Ramos),Ավան,,2719000000076.0,,031628572,13.03.2024,12.11.1953,Мужской,308.81
19.02.2025 12:28:20,,Աջափնյակ,,,,,,,,5898.9
30.08.2023 14:02:38,2719000000014 (Susan Bradley),Էրեբունի,,2719000000014.0,,089411472,18.05.2024,26.09.1960,Женский,3674.84
03.11.2024 03:01:00,2719000000109 (Eric Sutton),Շենգավիթ,,2719000000109.0,,029259981,01.10.2024,24.07.1947,Мужской,1536.76
01.11.2024 09:09:39,,Նոր Նորք,,,,,,,,440.75
19.04.2025 12:30:50,2719000000024 (Theresa Miller),Քանաքեռ,,2719000000024.0,,087311367,23.05.2023,08.11.1994,Женский,298.51
25.10.2024 02:57:58,2719000000091 (Jeremy Briggs),Կենտրոն,,2719000000091.0,,027221368,12.02.2025,03.09.1973,Мужской,3112.08
06.09.2024 13:31:24,,Շենգավիթ,,,,,,,,306.28
12.09.2023 11:13:29,2719000000005 (Victoria Wyatt),Էրեբունի,,2719000000005.0,,022487985,04.01.2025,13.03.1946,Женский,1562.01
05.01.2025 17:30:22,2719000000075 (Christine Floyd),Էրեբունի,,2719000000075.0,,034141165,27.11.2023,16.11.1983,Женский,2041.5
05.02.2024 00:38:09,2719000000025 (Andrea Hodges),Նոր Նորք,,2719000000025.0,,063682511,31.07.2024,18.11.1947,Женский,4062.84
29.05.2024 09:49:40,2719000000124 (Michelle Miller),Քանաքեռ,,2719000000124.0,,032431328,14.09.2023,15.12.1964,Женский,867.82
21.10.2023 10:06:00,2719000000027 (James Powers),Կենտրոն,,2719000000027.0,,015314571,30.11.2022,19.02.1969,Мужской,631.26
02.08.2023 12:17:36,2719000000149 (Tracy Harrison),Աջափնյակ,,2719000000149.0,,048213945,23.01.2023,02.01.1962,Женский,3627.09
03.10.2023 08:28:44,,Էրեբունի,,,,,,,,94.51
04.01.2025 11:06:27,2719000000133 (Travis Clark),Էրեբունի,,2719000000133.0,,043471637,22.03.2022,01.05.1957,Мужской,3283.1
16.08.2023 02:47:09,2719000000076 (Frank Ramos),Կենտրոն,,2719000000076.0,,031628572,13.03.2024,12.11.1953,Мужской,364.41
31.10.2023 03:00:56,,Կենտրոն,,,,,,,,1520.96
03.01.2025 03:33:18,2719000000134 (Mary Moore),Քանաքեռ,,2719000000134.0,,041397742,24.01.2022,19.11.1976,Женский,2226.34
17.05.2024 23:10:11,,Ավան,,,,,,,,389.02
20.05.2023 15:54:11,,Ավան,,,,,,,,339.01
04.02.2024 13:31:55,2719000000098 (Michelle Butler),Ավան,,2719000000098.0,,019184953,24.10.2021,20.11.1966,Женский,1507.4
03.07.2024 13:38:29,2719000000074 (Kathy Dougherty),Կենտրոն,,2719000000074.0,,028487589,05.07.2021,23.10.1988,Женский,1519.31
17.07.2024 17:57:26,,Ավան,,,,,,,,1144.47
10.02.2024 18:56:09,2719000000060 (Jill Sampson),Շենգավիթ,,2719000000060.0,,029572994,17.12.2024,,Женский,417.29
27.04.2024 07:00:34,,Քանաքեռ,,,,,,,,1455.63
13.01.2025 11:16:25,2719000000044 (Andrea Jones),Նոր Նորք,,2719000000044.0,,014963149,27.12.2024,01.05.1955,Женский,621.68
01.07.2024 17:22:39,,Էրեբունի,,,,,,,,996.27
09.08.2023 01:02:39,2719000000093 (Brooke Williamson),Ավան,,2719000000093.0,,096539554,10.03.2024,15.11.1944,Женский,295.43
17.08.2024 13:28:39,2719000000136 (Kirk Carter),Քանաքեռ,,2719000000136.0,,016231982,23.04.2022,05.12.1958,Мужской,4056.17
17.03.2025 01:28:54,2719000000012 (Patricia Brown),Աջափնյակ,,2719000000012.0,,047971199,26.10.2024,04.07.1941,Женский,236.04
06.07.2023 05:06:23,2719000000040 (Jessica Reed),Նոր Նորք,,2719000000040.0,"г. Vaughnmouth, ул. Gonzalez Lights, д. 1369",029228973,28.10.2023,06.09.1959,Женский,383.71
20.06.2023 07:34:00,2719000000095 (Amber Foster),Աջափնյակ,,2719000000095.0,,064583341,16.11.2023,,Женский,1499.21
26.12.2023 11:31:48,2719000000072 (Kelly Reese),Շենգավիթ,,2719000000072.0,,086737869,08.05.2023,29.10.1969,Женский,1152.41
04.03.2024 12:10:23,,Շենգավիթ,,,,,,,,1471.58
07.11.2024 02:32:39,2719000000035 (Steven Williams),Կենտրոն,,2719000000035.0,,065416238,16.09.2024,21.02.1943,Мужской,2856.8
08.11.2024 14:38:06,,Կենտրոն,,,,,,,,942.56
06.05.2024 00:53:51,2719000000014 (Susan Bradley),Շենգավիթ,,2719000000014.0,,089411472,18.05.2024,26.09.1960,Женский,836.17
11.06.2024 13:36:38,2719000000099 (Maureen Yates),Էրեբունի,,2719000000099.0,"г. Calhounside, ул. Rebecca Ramp, д. 016",072771753,27.05.2024,22.07.1950,Женский,807.03
14.03.2024 07:42:33,,Աջափնյակ,,,,,,,,1393.45
17.12.2024 16:11:59,2719000000022 (David Rowe),Ավան,,2719000000022.0,,089881542,05.07.2021,22.12.1960,Мужской,1377.88
13.03.2024 06:19:38,2719000000125 (Dorothy Raymond),Շենգավիթ,,2719000000125.0,,039298952,14.01.2024,03.06.1998,Женский,825.38
28.01.2025 18:05:31,,Նոր Նորք,,,,,,,,2076.56
19.07.2024 18:51:20,,Քանաքեռ,,,,,,,,496.29
26.06.2023 12:44:46,2719000000071 (Carrie Williams),Կենտրոն,,2719000000071.0,,094696948,24.06.2024,,Женский,1775.58
05.08.2023 14:11:37,2719000000040 (Jessica Reed),Նոր Նորք,,2719000000040.0,,029228973,28.10.2023,,Женский,704.82
01.01.2024 11:45:26,,Կենտրոն,,,,,,,,1481.02
10.09.2024 03:59:33,2719000000014 (Jordan Suarez),Շենգավիթ,,2719000000014.0,,097318679,31.12.2024,28.01.1944,Мужской,1965.4
26.06.2023 20:28:10,2719000000002 (Tina Rogers),Աջափնյակ,,2719000000002.0,,037493537,20.09.2021,06.03.1965,Женский,3229.68
13.04.2024 18:03:57,,Աջափնյակ,,,,,,,,710.92
26.04.2024 01:41:36,,Քանաքեռ,,,,,,,,276.8
09.10.2024 12:05:01,2719000000049 (Derek Anderson),Աջափնյակ,,2719000000049.0,,036737324,26.01.2024,27.09.1959,Мужской,327.85
05.06.2024 02:13:22,2719000000038 (Christopher Miller),Նոր Նորք,,2719000000038.0,,043396952,10.01.2025,10.05.1965,Мужской,297.76
22.01.2024 20:09:15,2719000000041 (Heather Phillips),Ավան,,2719000000041.0,,037144781,19.04.2024,01.06.1959,Женский,1086.01
07.08.2023 22:15:49,2719000000088 (Anthony Wright),Նոր Նորք,,2719000000088.0,,063896715,06.12.2024,01.08.1947,Мужской,591.42
12.03.2025 04:17:48,2719000000112 (Matthew Smith),Կենտրոն,,2719000000112.0,,017566892,10.02.2023,14.04.1995,Мужской,1522.71
02.02.2025 04:36:53,2719000000080 (Nicole Chambers),Էրեբունի,,2719000000080.0,,049928878,12.04.2022,18.03.1994,Женский,501.0
26.12.2024 07:05:18,,Կենտրոն,,,,,,,,1411.23
01.07.2024 10:58:27,,Նոր Նորք,,,,,,,,1652.32
08.09.2024 04:33:23,2719000000096 (Melissa Mccarthy),Շենգավիթ,,2719000000096.0,,033217727,06.08.2021,22.07.1967,Женский,316.53
29.07.2024 19:03:30,2719000000104 (Alicia Hernandez),Էրեբունի,,2719000000104.0,,049621596,11.11.2021,,Женский,233.04
18.09.2023 13:58:19,,Քանաքեռ,,,,,,,,1793.12
16.12.2024 14:25:13,2719000000112 (Matthew Smith),Ավան,,2719000000112.0,,017566892,10.02.2023,,Мужской,252.47
08.08.2023 11:16:55,2719000000031 (Amanda Jones),Կենտրոն,,2719000000031.0,,084373865,04.01.2024,23.11.1985,Женский,1589.83
31.03.2024 06:31:21,2719000000067 (Alexander Lee),Նոր Նորք,,2719000000067.0,,013486782,20.09.2022,,Мужской,140.67
24.05.2024 19:59:37,2719000000008 (Michael Sutton),Կենտրոն,,2719000000008.0,,079821778,17.08.2021,,Мужской,1092.24
06.04.2025 14:50:25,2719000000034 (Shelia Wallace),Էրեբունի,,2719000000034.0,,099134742,11.04.2024,14.09.1959,Женский,360.56
04.03.2025 14:34:16,2719000000125 (Dorothy Raymond),Ավան,,2719000000125.0,,039298952,14.01.2024,03.06.1998,Женский,686.68
12.06.2023 06:54:13,2719000000143 (Hannah Johnson),Նոր Նորք,,2719000000143.0,,016835171,20.07.2021,,Женский,1949.36
04.02.2025 00:10:52,2719000000056 (Mark Calderon),Աջափնյակ,,2719000000056.0,,015961129,06.07.2021,26.07.1939,Мужской,2995.17
04.08.2023 16:27:51,2719000000053 (Douglas Clark),Քանաքեռ,,2719000000053.0,,086858482,13.10.2022,06.03.1953,Мужской,874.92
05.06.2024 16:03:25,2719000000036 (Edward Brooks),Էրեբունի,,2719000000036.0,,037495322,11.12.2021,10.12.1955,Мужской,2060.69
27.08.2023 02:20:54,2719000000015 (Christy Porter),Էրեբունի,,2719000000015.0,,081122675,01.02.2025,23.07.2001,Женский,1008.03
22.12.2023 11:13:32,2719000000139 (Lori Guerrero),Նոր Նորք,,2719000000139.0,,096655288,18.04.2025,13.10.1952,Женский,503.24
05.09.2023 03:21:49,2719000000044 (Andrea Jones),Շենգավիթ,,2719000000044.0,,014963149,27.12.2024,01.05.1955,Женский,1286.29
03.09.2023 01:12:58,2719000000131 (Ryan Garcia),Շենգավիթ,,2719000000131.0,,065298389,08.08.2024,21.01.1976,Мужской,1496.78
05.01.2024 20:45:56,2719000000096 (Melissa Mccarthy),Էրեբունի,,2719000000096.0,,033217727,06.08.2021,22.07.1967,Женский,899.65
25.04.2025 06:42:34,2719000000066 (Elizabeth Pope),Էրեբունի,,2719000000066.0,,021999681,17.04.2022,29.06.1954,Женский,2920.43
01.11.2024 04:50:33,2719000000042 (John Calhoun),Էրեբունի,,2719000000042.0,,094598313,02.08.2023,14.01.1950,Мужской,1172.12
22.10.2023 09:00:14,2719000000009 (Madison Ferguson),Էրեբունի,,2719000000009.0,,063135315,14.05.2022,11.06.1950,Женский,210.24
24.01.2024 00:16:15,2719000000019 (Kimberly Reed),Կենտրոն,,2719000000019.0,,024543842,03.09.2023,28.03.1991,Женский,1265.15
06.06.2024 06:53:21,2719000000004 (Patricia Hancock),Աջափնյակ,,2719000000004.0,,036915481,31.10.2024,25.07.2006,Женский,646.17
25.03.2025 08:33:41,2719000000120 (Douglas Ortiz),Շենգավիթ,,2719000000120.0,,046326555,06.10.2022,10.07.1985,Мужской,1433.19
06.12.2023 20:58:39,2719000000073 (Tammy Ryan),Շենգավիթ,,2719000000073.0,,085486244,20.05.2024,23.04.2003,Женский,537.5
15.02.2025 07:16:50,2719000000144 (Melissa Lyons),Ավան,,2719000000144.0,,097928824,25.06.2022,19.05.1973,Женский,856.16
30.06.2023 11:59:18,2719000000122 (Andrea Davis),Ավան,,2719000000122.0,,045591265,17.03.2024,18.08.1965,Женский,421.87
10.11.2023 21:33:17,2719000000073 (Tammy Ryan),Ավան,,2719000000073.0,,085486244,20.05.2024,23.04.2003,Женский,1756.74
29.09.2023 17:15:58,2719000000016 (Marvin Thomas),Շենգավիթ,,2719000000016.0,,025674781,01.12.2021,08.02.1956,Мужской,1000.55
04.09.2024 12:15:19,2719000000107 (Teresa Gonzalez),Շենգավիթ,,2719000000107.0,,084178362,04.11.2023,27.04.1986,Женский,870.16
01.07.2024 02:21:41,2719000000025 (Andrea Hodges),Շենգավիթ,,2719000000025.0,,063682511,31.07.2024,18.11.1947,Женский,2127.79
29.11.2023 10:04:17,2719000000124 (Michelle Miller),Շենգավիթ,,2719000000124.0,,032431328,14.09.2023,15.12.1964,Женский,1360.08
05.08.2023 11:16:36,2719000000048 (Debbie Santiago),Էրեբունի,,2719000000048.0,,081641794,30.08.2022,,Женский,1397.37
27.08.2024 17:11:40,2719000000038 (Christopher Miller),Նոր Նորք,,2719000000038.0,,043396952,10.01.2025,10.05.1965,Мужской,2400.67
21.12.2023 10:59:35,2719000000049 (Alexis Herrera),Ավան,,2719000000049.0,,035175889,05.04.2023,28.05.1964,Женский,3672.56
19.08.2024 11:42:23,,Նոր Նորք,,,,,,,,728.99
17.06.2024 14:41:04,2719000000061 (Brett Jennings),Էրեբունի,,2719000000061.0,,061925943,22.08.2023,06.09.2000,Мужской,2817.41
11.07.2023 19:33:54,2719000000067 (Aaron Garrison),Աջափնյակ,,2719000000067.0,,096116446,09.12.2021,11.07.2006,Мужской,238.52
24.05.2024 14:34:32,2719000000148 (Yolanda Graham),Աջափնյակ,,2719000000148.0,,033617158,14.10.2024,13.10.1972,Женский,976.61
09.09.2024 02:48:18,2719000000129 (Brian Jones),Աջափնյակ,,2719000000129.0,,037572427,01.06.2023,,Мужской,922.74
08.09.2023 05:32:03,2719000000099 (Maureen Yates),Նոր Նորք,,2719000000099.0,,072771753,27.05.2024,22.07.1950,Женский,619.5
01.08.2024 22:02:32,,Աջափնյակ,,,,,,,,1113.7
24.07.2024 05:58:07,2719000000050 (Brandi Bailey),Էրեբունի,,2719000000050.0,,097139198,13.08.2021,27.02.1999,Женский,1398.01
28.08.2023 00:19:22,2719000000068 (Sharon Rasmussen),Կենտրոն,,2719000000068.0,,083737263,06.07.2022,,Женский,732.6
10.09.2023 05:20:39,2719000000008 (Michael Sutton),Էրեբունի,,2719000000008.0,,079821778,17.08.2021,10.10.1980,Мужской,2926.87
22.09.2024 21:36:14,2719000000105 (Maureen Elliott),Ավան,,2719000000105.0,,065968295,02.04.2022,,Женский,1097.1
27.08.2024 07:04:08,2719000000118 (Rebecca Peterson),Նոր Նորք,,2719000000118.0,,099745113,25.01.2025,,Женский,1103.4
09.11.2024 23:30:06,2719000000003 (Stacey Ward),Քանաքեռ,,2719000000003.0,,049295247,21.02.2022,09.04.1987,Женский,869.52
30.03.2025 20:26:55,2719000000046 (Jessica Riley),Կենտրոն,,2719000000046.0,,042839465,09.06.2024,07.04.1948,Женский,302.01
12.08.2024 06:32:24,2719000000139 (Lori Guerrero),Շենգավիթ,,2719000000139.0,,096655288,18.04.2025,13.10.1952,Женский,1323.75
17.01.2024 11:37:06,2719000000061 (Brett Jennings),Աջափնյակ,,2719000000061.0,,061925943,22.08.2023,06.09.2000,Мужской,519.12
12.02.2025 15:49:51,2719000000016 (Taylor Romero),Աջափնյակ,,2719000000016.0,,038293582,24.10.2024,01.07.1939,Женский,3367.98
16.04.2025 21:13:54,2719000000095 (Amber Foster),Ավան,,2719000000095.0,,064583341,16.11.2023,19.01.1943,Женский,2889.49
11.07.2024 00:32:06,,Ավան,,,,,,,,1280.94
01.06.2023 05:51:02,2719000000038 (Cynthia Russell),Շենգավիթ,,2719000000038.0,,031854872,16.05.2023,13.11.1953,Женский,542.08
30.01.2025 05:27:08,2719000000031 (Laura Kennedy),Քանաքեռ,,2719000000031.0,,027639661,29.08.2024,05.07.1971,Женский,598.06
01.03.2025 03:58:54,,Նոր Նորք,,,,,,,,2876.37
22.05.2023 06:51:12,2719000000107 (Brittany Jones),Քանաքեռ,,2719000000107.0,,055169985,16.03.2023,16.04.1982,Женский,505.08
02.07.2023 08:02:13,2719000000095 (Amber Foster),Քանաքեռ,,2719000000095.0,,064583341,16.11.2023,19.01.1943,Женский,800.87
04.06.2023 13:24:09,2719000000138 (Melissa Bradshaw),Քանաքեռ,,2719000000138.0,,058349714,03.09.2024,,Женский,491.73
09.09.2024 11:29:51,2719000000041 (Antonio Edwards),Կենտրոն,,2719000000041.0,,023974528,15.07.2021,28.01.1979,Мужской,577.19
19.12.2024 02:49:55,,Քանաքեռ,,,,,,,,386.87
21.07.2024 05:43:42,2719000000056 (Mark Calderon),Ավան,,2719000000056.0,,015961129,06.07.2021,26.07.1939,Мужской,381.66
21.11.2023 19:28:37,,Էրեբունի,,,,,,,,452.66
16.09.2024 23:52:33,,Աջափնյակ,,,,,,,,2291.66
10.10.2023 23:41:10,,Էրեբունի,,,,,,,,1025.15
15.12.2024 23:05:07,2719000000015 (Christy Porter),Էրեբունի,,2719000000015.0,,081122675,01.02.2025,23.07.2001,Женский,1945.56
17.07.2024 15:20:37,2719000000018 (Yvonne Burns),Ավան,,2719000000018.0,,057759434,15.12.2021,,Женский,827.42
18.03.2024 19:40:25,2719000000104 (Brittany Garcia),Էրեբունի,,2719000000104.0,,079187666,31.05.2022,30.09.1952,Женский,219.25
22.08.2024 08:18:34,,Ավան,,,,,,,,813.64
07.09.2024 13:35:33,2719000000068 (Carlos King),Էրեբունի,,2719000000068.0,,079594231,25.01.2022,21.10.1946,Мужской,1575.52
23.05.2023 18:30:12,2719000000149 (Luis Bullock),Աջափնյակ,,2719000000149.0,,058661453,28.05.2021,27.09.1956,Мужской,550.81
21.05.2024 02:02:08,2719000000093 (Brooke Williamson),Նոր Նորք,,2719000000093.0,,096539554,10.03.2024,15.11.1944,Женский,588.22
20.03.2025 18:02:10,,Նոր Նորք,,,,,,,,2458.48
29.08.2024 09:07:04,2719000000073 (Tammy Ryan),Կենտրոն,,2719000000073.0,,085486244,20.05.2024,23.04.2003,Женский,394.72
27.06.2024 00:14:05,2719000000009 (Madison Ferguson),Աջափնյակ,,2719000000009.0,,063135315,14.05.2022,,Женский,900.79
11.12.2023 05:48:15,,Ավան,,,,,,,,646.99
09.09.2024 19:57:08,2719000000145 (Joshua Kim),Կենտրոն,,2719000000145.0,,074466392,14.11.2023,13.01.1942,Мужской,2176.3
20.12.2023 21:22:32,2719000000056 (Natalie Bautista),Աջափնյակ,,2719000000056.0,,077192558,09.02.2023,17.04.1979,Женский,510.63
09.05.2024 08:40:38,2719000000016 (Taylor Romero),Քանաքեռ,,2719000000016.0,,038293582,24.10.2024,,Женский,1182.95
06.11.2023 10:47:18,,Նոր Նորք,,,,,,,,2175.77
14.01.2025 06:24:27,2719000000058 (Patrick Arnold),Շենգավիթ,,2719000000058.0,,031591341,22.02.2023,29.06.1977,Мужской,1030.12
16.01.2025 08:00:55,2719000000148 (Ronald Blake),Քանաքեռ,,2719000000148.0,,029887423,27.04.2023,07.11.1969,Мужской,2582.39
13.10.2024 07:05:17,2719000000026 (Pedro Vaughn),Աջափնյակ,,2719000000026.0,,034311563,10.05.2024,14.07.1960,Мужской,2851.37
10.03.2024 16:02:48,2719000000091 (Charles Schultz),Էրեբունի,,2719000000091.0,,061531422,15.06.2021,26.07.1945,Мужской,884.95
17.12.2023 06:30:09,2719000000043 (Amy Romero),Էրեբունի,,2719000000043.0,,078751779,11.12.2024,20.12.1951,Женский,473.37
16.04.2024 12:36:31,2719000000044 (Andrea Jones),Քանաքեռ,,2719000000044.0,,014963149,27.12.2024,01.05.1955,Женский,191.73
25.06.2023 22:14:56,2719000000149 (Luis Bullock),Էրեբունի,,2719000000149.0,,058661453,28.05.2021,27.09.1956,Мужской,2170.58
16.10.2024 02:37:14,2719000000146 (Michelle Rogers),Ավան,,2719000000146.0,,093239792,11.12.2021,08.09.1948,Женский,695.12
15.06.2023 18:47:35,2719000000127 (Diane Mendoza),Կենտրոն,,2719000000127.0,,033882816,10.10.2022,14.11.1951,Женский,1088.62
31.08.2023 00:45:59,,Շենգավիթ,,,,,,,,1298.97
05.04.2024 16:46:25,,Էրեբունի,,,,,,,,1647.05
18.03.2024 01:41:03,2719000000010 (Autumn Collier),Ավան,,2719000000010.0,,056217722,12.06.2023,,Женский,900.73
10.05.2024 09:01:43,2719000000107 (Teresa Gonzalez),Քանաքեռ,,2719000000107.0,,084178362,04.11.2023,,Женский,949.7
24.04.2024 23:45:45,,Նոր Նորք,,,,,,,,2914.39
05.10.2023 17:11:52,2719000000031 (Amanda Jones),Շենգավիթ,,2719000000031.0,,084373865,04.01.2024,23.11.1985,Женский,189.89
19.01.2024 11:34:56,2719000000042 (Alison Greer),Ավան,,2719000000042.0,,044672543,03.01.2023,01.01.1958,Женский,1545.23
13.08.2024 10:54:01,,Էրեբունի,,,,,,,,529.31
19.08.2023 20:06:42,,Քանաքեռ,,,,,,,,784.68
29.12.2023 00:53:36,2719000000047 (Ann Phillips),Կենտրոն,,2719000000047.0,,018991212,03.07.2024,07.08.1967,Женский,1463.06
27.02.2025 09:10:44,2719000000117 (Samuel White),Էրեբունի,,2719000000117.0,,072374159,24.03.2022,,Мужской,2288.12
08.11.2024 05:11:17,,Քանաքեռ,,,,,,,,3632.46
